id,race_id,driver_id,constructor_id,grid,position,position_order,points,laps,status_id
2378,552,498,129,18,8,8,0.0,76,2
2379,552,494,115,20,9,9,0.0,76,2
2380,552,479,129,13,10,10,0.0,75,3
2381,552,493,48,19,11,11,0.0,73,4
2382,565,481,127,2,1,1,10.0,71,1
2383,565,500,108,3,2,2,6.0,71,1
2384,565,441,6,5,3,3,4.0,70,15
2385,565,477,95,7,4,4,3.0,70,15
2386,565,466,6,6,5,5,2.0,70,15
2387,565,478,95,9,6,6,1.0,70,15
2388,565,501,94,12,7,7,0.0,69,2
2389,565,469,115,15,8,8,0.0,69,2
2390,565,502,142,22,9,9,0.0,65,5
2391,565,503,143,25,10,10,0.0,64,31
2392,566,490,108,2,1,1,10.0,72,1
2393,566,466,6,6,2,2,6.0,72,1
2394,566,481,127,3,3,3,4.0,72,1
2395,566,461,127,11,4,4,3.0,71,15
2396,566,497,140,9,5,5,2.0,70,2
2397,566,441,6,8,6,6,1.0,70,2
2398,566,494,115,18,7,7,0.0,70,2
2399,566,482,94,15,8,8,0.0,69,3
2400,566,505,141,20,9,9,0.0,68,30
2401,567,490,108,4,1,1,10.0,63,1
2402,567,466,6,5,2,2,6.0,63,1
2403,567,441,6,2,3,3,4.0,63,1
2404,567,500,108,3,4,4,3.0,63,1
2405,567,477,95,6,5,5,2.0,62,15
2406,567,497,140,14,6,6,1.0,62,15
2407,567,461,127,8,7,7,0.0,61,2
2408,567,495,137,7,8,8,0.0,61,2
2409,567,494,115,12,9,9,0.0,61,2
2410,567,413,95,9,10,10,0.0,61,2
2411,567,469,115,16,11,11,0.0,60,3
2412,567,442,125,18,12,12,0.0,59,30
2413,567,472,138,11,13,13,0.0,59,30
2414,567,489,125,20,14,14,0.0,59,30
2415,568,481,127,1,1,1,10.0,65,1
2416,568,461,127,7,2,2,6.0,65,1
2417,568,441,6,3,3,3,4.0,65,1
2418,568,490,108,5,4,4,3.0,65,1
2419,568,495,137,6,5,5,2.0,64,15
2420,568,494,115,15,6,6,1.0,64,15
2421,568,487,137,8,7,7,0.0,64,15
2422,568,497,140,12,8,8,0.0,64,15
2423,568,433,115,11,9,9,0.0,64,15
2424,568,501,94,13,10,10,0.0,64,15
2425,568,472,138,14,11,11,0.0,63,2
2426,568,496,141,16,12,12,0.0,63,2
2427,568,484,140,20,13,13,0.0,63,2
2428,568,442,125,19,14,14,0.0,62,3
2429,568,505,141,22,15,15,0.0,61,30
2430,582,490,108,2,1,1,10.0,58,1
2431,582,506,108,1,2,2,6.0,58,1
2432,582,495,6,3,3,3,4.0,58,1
2433,582,441,127,7,4,4,3.0,58,1
2434,582,477,95,5,5,5,2.0,58,1
2435,582,501,94,10,6,6,1.0,57,15
2436,582,494,115,11,7,7,0.0,57,15
2437,582,497,140,9,8,8,0.0,57,15
2438,582,507,138,18,9,9,0.0,56,2
2439,582,503,115,20,10,10,0.0,56,2
2440,582,482,94,15,11,11,0.0,55,3
2441,583,490,108,1,1,1,10.0,71,1
2442,583,466,127,5,2,2,6.0,71,1
2443,583,481,6,4,3,3,4.0,70,15
2444,583,477,95,7,4,4,3.0,70,15
2445,583,501,94,11,5,5,2.0,70,15
2446,583,494,115,15,6,6,1.0,70,15
2447,583,495,6,10,7,7,0.0,70,15
2448,583,503,115,22,8,8,0.0,69,2
2449,583,482,94,16,9,9,0.0,69,2
2450,583,493,125,18,10,10,0.0,68,3
2451,583,489,143,19,11,11,0.0,67,30
2452,583,433,137,6,12,12,0.0,64,19
2453,584,490,108,1,1,1,10.0,72,1
2454,584,506,108,3,2,2,6.0,72,1
2455,584,466,127,4,3,3,4.0,72,1
2456,584,487,137,6,4,4,3.0,72,1
2457,584,495,6,10,5,5,2.0,72,1
2458,584,496,138,7,6,6,1.0,72,1
2459,584,500,95,9,7,7,0.0,72,1
2460,584,494,115,12,8,8,0.0,72,1
2461,584,461,140,17,9,9,0.0,71,15
2462,584,502,143,22,10,10,0.0,69,3
2463,585,506,108,2,1,1,10.0,67,1
2464,585,481,6,3,2,2,6.0,67,1
2465,585,500,95,6,3,3,4.0,67,1
2466,585,490,108,1,4,4,3.0,67,1
2467,585,487,137,5,5,5,2.0,67,1
2468,585,433,137,11,6,6,1.0,67,1
2469,585,461,140,12,7,7,0.0,67,1
2470,585,477,95,9,8,8,0.0,67,1
2471,585,441,127,8,9,9,0.0,67,1
2472,585,503,115,17,10,10,0.0,66,15
2473,585,507,138,20,11,11,0.0,65,2
2474,585,493,125,19,12,12,0.0,65,2
2475,585,508,125,18,13,13,0.0,65,2
2476,586,490,108,2,1,1,10.0,63,1
2477,586,481,6,1,2,2,6.0,63,1
2478,586,441,127,7,3,3,4.0,63,1
2479,586,495,6,6,4,4,3.0,63,1
2480,586,487,137,9,5,5,2.0,63,1
2481,586,466,127,5,6,6,1.0,62,15
2482,586,503,115,17,7,7,0.0,62,15
2483,586,477,95,11,8,8,0.0,61,9
2484,586,493,125,18,9,9,0.0,61,2
2485,586,489,143,21,10,10,0.0,59,30
2486,586,506,108,3,11,11,0.0,57,32
2487,598,500,95,4,1,1,10.0,58,1
2488,598,481,6,3,2,2,6.0,58,1
2489,598,477,95,6,3,3,4.0,58,1
2490,598,441,127,10,4,4,3.0,58,1
2491,598,494,144,9,5,5,2.0,58,1
2492,598,460,140,13,6,6,1.0,58,1
2493,598,510,144,16,7,7,0.0,56,2
2494,598,497,108,2,8,8,0.0,55,56
2495,598,511,125,17,9,9,0.0,55,3
2496,598,503,118,22,10,10,0.0,54,30
2497,599,506,108,1,1,1,10.0,72,1
2498,599,441,127,3,2,2,6.0,72,1
2499,599,494,144,5,3,3,4.0,72,1
2500,599,477,95,4,4,4,3.0,72,1
2501,599,481,6,2,5,5,2.0,72,1
2502,599,466,127,6,6,6,1.0,72,1
2503,599,461,140,13,7,7,0.0,72,1
2504,599,508,137,7,8,8,0.0,72,1
2505,599,497,108,8,9,9,0.0,72,1
2506,599,500,95,12,10,10,0.0,71,15
2507,599,460,140,19,11,11,0.0,71,15
2508,599,511,125,17,12,12,0.0,71,15
2509,599,501,94,22,13,13,0.0,71,15
2510,599,510,144,15,14,14,0.0,71,15
2511,599,496,94,21,15,15,0.0,70,2
2512,599,495,6,14,16,16,0.0,70,2
2513,599,490,118,9,17,17,0.0,68,9
2514,599,482,125,18,18,18,0.0,67,4
2515,600,506,108,1,1,1,10.0,72,1
2516,600,495,6,7,2,2,6.0,72,1
2517,600,513,137,6,3,3,4.0,72,1
2518,600,461,140,8,4,4,3.0,72,1
2519,600,477,95,17,5,5,2.0,72,1
2520,600,441,127,12,6,6,1.0,72,1
2521,600,466,127,11,7,7,0.0,72,1
2522,600,501,94,19,8,8,0.0,71,15
2523,600,511,125,18,9,9,0.0,71,15
2524,600,512,145,15,10,10,0.0,66,9
2525,601,497,108,2,1,1,10.0,62,1
2526,601,481,6,3,2,2,6.0,62,1
2527,601,495,6,9,3,3,4.0,62,1
2528,601,508,137,6,4,4,3.0,62,1
2529,601,466,127,14,5,5,2.0,61,15
2530,601,477,95,8,6,6,1.0,61,15
2531,601,460,140,12,7,7,0.0,61,15
2532,601,494,144,4,8,8,0.0,61,15
2533,601,501,94,19,9,9,0.0,60,2
2534,601,496,94,21,10,10,0.0,60,2
2535,601,482,125,22,11,11,0.0,59,3
2536,602,481,6,2,1,1,10.0,62,1
2537,602,487,145,10,2,2,6.0,62,1
2538,602,495,6,15,3,3,4.0,62,1
2539,602,494,144,12,4,4,3.0,62,1
2540,602,501,94,14,5,5,2.0,61,15
2541,602,508,137,4,6,6,1.0,61,15
2542,602,512,145,19,7,7,0.0,61,15
2543,602,496,94,22,8,8,0.0,60,2
2544,602,441,127,17,9,9,0.0,60,2
2545,602,482,125,20,10,10,0.0,60,2
2546,615,477,95,1,1,1,10.0,58,1
2547,615,500,95,2,2,2,6.0,58,1
2548,615,497,108,6,3,3,4.0,57,15
2549,615,495,6,8,4,4,3.0,57,15
2550,615,506,108,4,5,5,2.0,57,15
2551,615,461,140,5,6,6,1.0,57,15
2552,615,514,127,11,7,7,0.0,57,15
2553,615,490,137,10,8,8,0.0,57,15
2554,615,494,144,21,9,9,0.0,57,15
2555,616,477,95,1,1,1,10.0,72,1
2556,616,500,95,2,2,2,6.0,72,1
2557,616,481,6,4,3,3,4.0,72,1
2558,616,514,127,5,4,4,3.0,72,1
2559,616,497,108,3,5,5,2.0,71,15
2560,616,508,127,7,6,6,1.0,71,15
2561,616,506,108,10,7,7,0.0,71,15
2562,616,495,6,6,8,8,0.0,71,15
2563,616,466,140,15,9,9,0.0,71,15
2564,616,512,145,16,10,10,0.0,70,2
2565,616,461,140,14,11,11,0.0,67,80
2566,617,481,6,2,1,1,10.0,72,1
2567,617,477,95,3,2,2,6.0,72,1
2568,617,495,6,4,3,3,4.0,72,1
2569,617,514,127,8,4,4,3.0,72,1
2570,617,466,140,11,5,5,2.0,72,1
2571,617,500,95,1,6,6,1.0,72,1
2572,617,508,127,10,7,7,0.0,72,1
2573,617,490,137,9,8,8,0.0,71,15
2574,617,497,108,6,9,9,0.0,71,15
2575,617,487,145,14,10,10,0.0,70,2
2576,617,511,144,16,11,11,0.0,70,2
2577,617,516,94,13,12,12,0.0,70,2
2578,617,510,125,19,13,13,0.0,69,3
2579,617,507,94,21,14,14,0.0,68,30
2580,617,494,144,15,15,15,0.0,65,9
2581,618,500,95,1,1,1,10.0,62,1
2582,618,481,6,3,2,2,6.0,62,1
2583,618,495,6,4,3,3,4.0,62,1
2584,618,506,108,6,4,4,3.0,62,1
2585,618,497,108,8,5,5,2.0,62,1
2586,618,466,140,12,6,6,1.0,61,15
2587,618,513,137,9,7,7,0.0,60,2
2588,618,515,125,19,8,8,0.0,60,2
2589,618,501,118,14,9,9,0.0,60,2
2590,618,490,137,7,10,10,0.0,57,82
2591,618,494,144,13,11,11,0.0,56,5
2592,619,477,95,1,1,1,10.0,65,1
2593,619,500,95,2,2,2,6.0,65,1
2594,619,481,6,3,3,3,4.0,65,1
2595,619,514,127,5,4,4,3.0,65,1
2596,619,487,145,9,5,5,2.0,64,15
2597,619,506,108,10,6,6,1.0,64,15
2598,619,461,140,7,7,7,0.0,64,15
2599,619,497,108,13,8,8,0.0,63,2
2600,619,511,144,16,9,9,0.0,63,2
2601,619,466,140,14,10,10,0.0,63,2
2602,619,513,137,11,11,11,0.0,63,2
2603,619,512,145,18,12,12,0.0,63,2
2604,631,495,6,6,1,1,10.0,57,1
2605,631,497,137,5,2,2,6.0,57,1
2606,631,513,108,8,3,3,4.0,57,1
2607,631,508,127,7,4,4,3.0,57,1
2608,631,487,145,4,5,5,2.0,57,1
2609,631,517,118,18,6,6,1.0,57,1
2610,631,516,118,17,7,7,0.0,57,1
2611,631,481,6,3,8,8,0.0,56,15
2612,632,477,95,1,1,1,10.0,72,1
2613,632,481,6,4,2,2,6.0,72,1
2614,632,497,137,8,3,3,4.0,71,8
2615,632,513,108,11,4,4,3.0,71,15
2616,632,495,6,6,5,5,2.0,71,15
2617,632,494,144,12,6,6,1.0,71,15
2618,632,514,127,9,7,7,0.0,70,2
2619,632,516,118,19,8,8,0.0,69,3
2620,632,519,125,20,9,9,0.0,69,3
2621,633,481,6,3,1,1,10.0,62,1
2622,633,500,95,2,2,2,6.0,62,1
2623,633,487,145,6,3,3,4.0,61,15
2624,633,490,137,8,4,4,3.0,61,15
2625,633,508,127,16,5,5,2.0,61,15
2626,633,466,140,13,6,6,1.0,61,15
2627,633,501,146,19,7,7,0.0,59,3
2628,633,489,125,22,8,8,0.0,59,3
2629,633,519,125,21,9,9,0.0,59,3
2630,633,461,145,12,10,10,0.0,58,9
2631,633,491,108,10,11,11,0.0,58,19
2632,634,481,6,2,1,1,10.0,78,1
2633,634,495,6,4,2,2,6.0,78,1
2634,634,477,95,1,3,3,4.0,78,1
2635,634,497,137,6,4,4,3.0,78,1
2636,634,508,127,9,5,5,2.0,77,15
2637,634,514,127,10,6,6,1.0,77,15
2638,634,511,144,7,7,7,0.0,77,15
2639,634,491,108,11,8,8,0.0,76,2
2640,634,487,145,5,9,9,0.0,71,19
2641,635,477,95,1,1,1,10.0,65,1
2642,635,500,95,3,2,2,6.0,65,1
2643,635,481,6,4,3,3,4.0,65,1
2644,635,495,6,2,4,4,3.0,65,1
2645,635,513,108,10,5,5,2.0,65,1
2646,635,511,144,9,6,6,1.0,64,15
2647,635,490,137,11,7,7,0.0,64,15
2648,635,501,146,16,8,8,0.0,64,15
2649,635,508,127,13,9,9,0.0,64,15
2650,635,514,127,18,10,10,0.0,64,15
2651,635,517,118,19,11,11,0.0,63,2
2652,635,516,118,20,12,12,0.0,62,3
2653,647,481,6,3,1,1,10.0,58,1
2654,647,487,6,4,2,2,6.0,58,1
2655,647,513,108,11,3,3,4.0,58,1
2656,647,506,146,8,4,4,3.0,58,1
2657,647,508,127,9,5,5,2.0,58,1
2658,647,518,146,16,6,6,1.0,58,1
2659,647,514,127,14,7,7,0.0,58,1
2660,647,519,125,18,8,8,0.0,57,15
2661,647,521,144,15,9,9,0.0,56,2
2662,648,481,6,3,1,1,10.0,71,1
2663,648,508,127,5,2,2,6.0,71,1
2664,648,497,137,7,3,3,4.0,71,1
2665,648,511,137,12,4,4,3.0,71,1
2666,648,513,108,11,5,5,2.0,70,15
2667,648,522,108,9,6,6,1.0,70,15
2668,648,496,118,14,7,7,0.0,70,15
2669,648,517,118,16,8,8,0.0,70,15
2670,648,518,146,8,9,9,0.0,69,2
2671,648,523,125,20,10,10,0.0,69,2
2672,649,481,6,2,1,1,10.0,62,1
2673,649,477,95,1,2,2,6.0,62,1
2674,649,500,95,3,3,3,4.0,62,1
2675,649,487,6,4,4,4,3.0,62,1
2676,649,506,146,9,5,5,2.0,61,15
2677,649,501,140,12,6,6,1.0,61,15
2678,649,495,147,7,7,7,0.0,61,15
2679,649,503,140,10,8,8,0.0,61,15
2680,649,514,127,11,9,9,0.0,61,15
2681,649,461,147,17,10,10,0.0,61,15
2682,649,508,127,19,11,11,0.0,61,15
2683,649,518,146,14,12,12,0.0,61,15
2684,649,523,125,20,13,13,0.0,60,2
2685,649,496,118,16,14,14,0.0,59,3
2686,649,511,137,8,15,15,0.0,58,13
2687,650,500,95,4,1,1,10.0,60,1
2688,650,477,95,3,2,2,6.0,60,1
2689,650,481,6,5,3,3,4.0,60,1
2690,650,513,108,7,4,4,3.0,60,1
2691,650,522,108,6,5,5,2.0,60,1
2692,650,511,137,11,6,6,1.0,60,1
2693,650,508,127,12,7,7,0.0,59,15
2694,650,501,140,18,8,8,0.0,59,15
2695,650,514,127,20,9,9,0.0,59,15
2696,650,466,144,15,10,10,0.0,59,15
2697,650,503,140,13,11,11,0.0,59,15
2698,650,461,147,14,12,12,0.0,59,15
2699,650,495,147,9,13,13,0.0,59,15
2700,650,519,125,21,14,14,0.0,59,15
2701,650,523,125,22,15,15,0.0,59,15
2702,650,506,146,10,16,16,0.0,56,30
2703,650,497,137,2,17,17,0.0,54,5
2704,651,477,95,2,1,1,10.0,65,1
2705,651,500,95,4,2,2,6.0,65,1
2706,651,487,6,3,3,3,4.0,65,1
2707,651,513,108,5,4,4,3.0,65,1
2708,651,481,6,1,5,5,2.0,65,1
2709,651,497,137,8,6,6,1.0,65,1
2710,651,501,140,12,7,7,0.0,64,15
2711,651,518,146,16,8,8,0.0,64,15
2712,651,508,127,13,9,9,0.0,64,15
2713,651,514,127,18,10,10,0.0,64,15
2714,651,495,147,9,11,11,0.0,64,15
2715,651,511,137,7,12,12,0.0,64,15
2716,664,481,6,1,1,1,10.0,58,1
2717,664,500,95,6,2,2,6.0,58,1
2718,664,487,6,2,3,3,4.0,58,1
2719,664,521,140,10,4,4,3.0,58,1
2720,664,497,137,4,5,5,2.0,58,1
2721,664,524,140,13,6,6,1.0,58,1
2722,664,494,146,9,7,7,0.0,58,1
2723,664,525,147,21,8,8,0.0,57,15
2724,664,466,144,14,9,9,0.0,57,15
2725,664,496,118,15,10,10,0.0,57,15
2726,664,495,147,12,11,11,0.0,57,15
2727,664,526,125,19,12,12,0.0,56,2
2728,664,508,127,17,13,13,0.0,55,3
2729,665,481,6,1,1,1,10.0,55,1
2730,665,487,6,2,2,2,6.0,55,1
2731,665,500,95,8,3,3,4.0,55,1
2732,665,497,137,9,4,4,3.0,55,1
2733,665,513,108,3,5,5,2.0,55,1
2734,665,477,95,4,6,6,1.0,55,1
2735,665,496,118,18,7,7,0.0,55,1
2736,665,511,137,5,8,8,0.0,54,15
2737,665,466,144,13,9,9,0.0,54,15
2738,665,525,147,15,10,10,0.0,54,15
2739,665,522,127,17,11,11,0.0,53,2
2740,665,523,144,19,12,12,0.0,53,2
2741,665,526,125,21,13,13,0.0,52,3
2742,665,509,125,20,14,14,0.0,51,30
2743,666,500,95,5,1,1,10.0,71,1
2744,666,481,6,1,2,2,6.0,71,1
2745,666,521,140,9,3,3,4.0,70,15
2746,666,494,146,11,4,4,3.0,70,15
2747,666,511,137,7,5,5,2.0,70,15
2748,666,508,127,18,6,6,1.0,70,15
2749,666,506,146,12,7,7,0.0,70,15
2750,666,466,144,15,8,8,0.0,70,15
2751,666,509,125,22,9,9,0.0,68,3
2752,666,522,127,20,10,10,0.0,64,31
2753,666,497,137,8,11,11,0.0,63,64
2754,667,513,108,3,1,1,10.0,62,1
2755,667,500,95,1,2,2,6.0,62,1
2756,667,487,6,6,3,3,4.0,62,1
2757,667,477,95,2,4,4,3.0,62,1
2758,667,511,137,5,5,5,2.0,62,1
2759,667,497,137,9,6,6,1.0,61,15
2760,667,521,140,12,7,7,0.0,61,15
2761,667,494,146,8,8,8,0.0,61,15
2762,667,466,144,14,9,9,0.0,61,15
2763,667,528,118,16,10,10,0.0,60,2
2764,667,525,147,15,11,11,0.0,60,2
2765,667,522,127,21,12,12,0.0,60,2
2766,668,481,6,1,1,1,10.0,65,1
2767,668,527,108,12,2,2,6.0,65,1
2768,668,506,146,7,3,3,4.0,65,1
2769,668,511,137,6,4,4,3.0,65,1
2770,668,500,95,3,5,5,2.0,65,1
2771,668,521,140,10,6,6,1.0,65,1
2772,668,494,146,11,7,7,0.0,65,1
2773,668,524,140,9,8,8,0.0,65,1
2774,668,477,95,2,9,9,0.0,64,11
2775,668,466,144,15,10,10,0.0,64,15
2776,668,525,144,14,11,11,0.0,64,15
2777,668,496,118,17,12,12,0.0,63,2
2778,681,481,6,2,1,1,10.0,58,1
2779,681,527,108,6,2,2,6.0,58,1
2780,681,524,95,5,3,3,4.0,58,1
2781,681,495,147,19,4,4,3.0,57,15
2782,681,529,125,18,5,5,2.0,56,2
2783,681,501,148,14,6,6,1.0,56,2
2784,681,530,125,21,7,7,0.0,55,3
2785,681,517,147,20,8,8,0.0,53,4
2786,682,513,108,4,1,1,10.0,56,1
2787,682,527,108,2,2,2,6.0,56,1
2788,682,481,6,1,3,3,4.0,56,1
2789,682,522,119,8,4,4,3.0,56,1
2790,682,521,140,7,5,5,2.0,55,15
2791,682,532,140,14,6,6,1.0,55,15
2792,682,533,148,19,7,7,0.0,55,15
2793,682,506,146,13,8,8,0.0,55,15
2794,682,531,137,15,9,9,0.0,54,2
2795,682,517,147,17,10,10,0.0,54,2
2796,682,497,118,11,11,11,0.0,54,2
2797,682,501,148,10,12,12,0.0,53,3
2798,682,508,137,9,13,13,0.0,53,3
2799,683,481,6,2,1,1,10.0,71,1
2800,683,513,108,3,2,2,6.0,71,1
2801,683,500,95,4,3,3,4.0,71,1
2802,683,522,119,7,4,4,3.0,71,1
2803,683,527,108,1,5,5,2.0,71,1
2804,683,501,148,10,6,6,1.0,70,15
2805,683,495,147,13,7,7,0.0,70,15
2806,683,517,147,11,8,8,0.0,70,15
2807,683,531,137,19,9,9,0.0,69,2
2808,683,506,146,15,10,10,0.0,68,9
2809,683,529,125,20,11,11,0.0,68,3
2810,683,524,95,5,12,12,0.0,67,90
2811,683,530,125,22,13,13,0.0,67,30
2812,684,481,6,1,1,1,10.0,62,1
2813,684,487,6,2,2,2,6.0,62,1
2814,684,513,108,3,3,3,4.0,62,1
2815,684,527,108,4,4,4,3.0,62,1
2816,684,522,119,9,5,5,2.0,62,1
2817,684,500,95,6,6,6,1.0,61,15
2818,684,506,146,10,7,7,0.0,61,15
2819,684,532,140,11,8,8,0.0,61,15
2820,684,511,119,8,9,9,0.0,61,15
2821,684,521,140,7,10,10,0.0,61,15
2822,684,529,125,19,11,11,0.0,60,2
2823,685,481,6,1,1,1,10.0,65,1
2824,685,527,108,4,2,2,6.0,65,1
2825,685,500,95,7,3,3,4.0,65,1
2826,685,521,140,8,4,4,3.0,65,1
2827,685,532,140,11,5,5,2.0,65,1
2828,685,497,118,10,6,6,1.0,65,1
2829,685,506,146,15,7,7,0.0,64,15
2830,685,533,148,19,8,8,0.0,64,15
2831,685,501,148,17,9,9,0.0,64,15
2832,685,511,119,9,10,10,0.0,63,9
2833,685,513,108,3,11,11,0.0,63,9
2834,685,522,119,6,12,12,0.0,60,82
2835,698,500,95,11,1,1,10.0,58,1
2836,698,527,108,3,2,2,8.0,58,1
2837,698,524,95,15,3,3,6.0,58,1
2838,698,481,6,1,4,4,5.0,58,1
2839,698,511,119,12,5,5,4.0,58,1
2840,698,497,140,4,6,6,3.0,58,1
2841,698,526,119,10,7,7,2.0,58,1
2842,698,513,108,9,8,8,1.0,58,1
2843,698,506,146,6,9,9,0.0,58,1
2844,698,522,146,8,10,10,0.0,58,1
2845,698,496,125,20,11,11,0.0,57,15
2846,699,524,95,7,1,1,10.0,56,1
2847,699,487,6,5,2,2,8.0,56,1
2848,699,526,119,1,3,3,6.0,56,1
2849,699,513,108,17,4,4,5.0,56,1
2850,699,511,119,2,5,5,4.0,55,15
2851,699,481,6,3,6,6,3.0,55,15
2852,699,522,146,9,7,7,2.0,55,15
2853,699,521,140,6,8,8,1.0,55,15
2854,699,497,140,13,9,9,0.0,55,15
2855,699,537,137,20,10,10,0.0,55,15
2856,699,536,148,11,11,11,0.0,55,15
2857,699,527,108,8,12,12,0.0,53,3
2858,699,496,125,18,13,13,0.0,52,30
2859,700,508,137,8,1,1,10.0,54,1
2860,700,524,95,4,2,2,8.0,54,1
2861,700,526,119,10,3,3,6.0,54,1
2862,700,500,95,2,4,4,5.0,54,1
2863,700,497,140,14,5,5,4.0,54,1
2864,700,506,146,13,6,6,3.0,54,1
2865,700,513,108,6,7,7,2.0,54,1
2866,700,511,119,5,8,8,1.0,54,1
2867,700,529,147,3,9,9,0.0,53,17
2868,700,536,148,18,10,10,0.0,53,15
2869,701,481,6,1,1,1,10.0,62,1
2870,701,524,95,6,2,2,8.0,62,1
2871,701,487,6,3,3,3,6.0,62,1
2872,701,513,108,2,4,4,5.0,62,1
2873,701,500,95,12,5,5,4.0,62,1
2874,701,526,119,8,6,6,3.0,62,1
2875,701,527,108,4,7,7,2.0,62,1
2876,701,522,146,9,8,8,1.0,61,15
2877,701,494,148,10,9,9,0.0,61,15
2878,701,521,140,11,10,10,0.0,61,15
2879,701,497,140,14,11,11,0.0,61,15
2880,701,536,148,13,12,12,0.0,61,15
2881,701,511,119,16,13,13,0.0,61,15
2882,701,534,147,15,14,14,0.0,60,2
2883,701,508,137,17,15,15,0.0,57,4
2884,702,481,6,1,1,1,10.0,65,1
2885,702,526,119,3,2,2,8.0,65,1
2886,702,487,6,2,3,3,6.0,65,1
2887,702,527,108,9,4,4,5.0,65,1
2888,702,513,108,7,5,5,4.0,64,15
2889,702,536,148,13,6,6,3.0,64,15
2890,702,529,147,12,7,7,2.0,64,15
2891,702,537,137,15,8,8,1.0,63,2
2892,702,522,146,5,9,9,0.0,63,2
2893,702,521,140,14,10,10,0.0,63,2
2894,702,535,125,18,11,11,0.0,63,2
2895,702,496,125,19,12,12,0.0,62,3
2896,714,481,6,1,1,1,10.0,58,1
2897,714,487,6,2,2,2,8.0,58,1
2898,714,526,119,5,3,3,6.0,58,1
2899,714,513,108,8,4,4,5.0,58,1
2900,714,527,108,3,5,5,4.0,58,1
2901,714,522,146,4,6,6,3.0,58,1
2902,714,511,119,9,7,7,2.0,57,15
2903,714,500,95,12,8,8,1.0,57,15
2904,714,531,146,7,9,9,0.0,57,15
2905,714,508,140,14,10,10,0.0,57,15
2906,714,538,147,19,11,11,0.0,56,2
2907,714,536,148,13,12,12,0.0,56,2
2908,714,494,148,18,13,13,0.0,56,2
2909,714,539,137,16,14,14,0.0,55,3
2910,715,481,6,1,1,1,10.0,56,1
2911,715,527,108,4,2,2,8.0,56,1
2912,715,522,146,6,3,3,6.0,56,1
2913,715,487,6,3,4,4,5.0,56,1
2914,715,511,119,8,5,5,4.0,56,1
2915,715,500,95,9,6,6,3.0,56,1
2916,715,526,119,19,7,7,2.0,56,1
2917,715,532,140,11,8,8,1.0,55,15
2918,715,536,148,10,9,9,0.0,55,15
2919,715,538,147,13,10,10,0.0,55,15
2920,715,508,140,12,11,11,0.0,55,15
2921,715,494,148,14,12,12,0.0,55,15
2922,715,539,137,18,13,13,0.0,54,2
2923,715,540,125,16,14,14,0.0,53,3
2924,715,531,146,20,15,15,0.0,52,30
2925,715,541,125,17,16,16,0.0,52,30
2926,716,481,6,1,1,1,10.0,57,1
2927,716,487,6,2,2,2,8.0,57,1
2928,716,522,146,6,3,3,6.0,57,1
2929,716,511,119,7,4,4,5.0,57,1
2930,716,531,146,5,5,5,4.0,57,1
2931,716,526,119,16,6,6,3.0,57,1
2932,716,513,108,4,7,7,2.0,57,1
2933,716,529,147,14,8,8,1.0,56,15
2934,716,494,148,8,9,9,0.0,56,15
2935,716,536,148,9,10,10,0.0,56,15
2936,716,508,140,11,11,11,0.0,56,15
2937,716,532,140,13,12,12,0.0,56,15
2938,716,527,108,3,13,13,0.0,56,15
2939,716,538,147,12,14,14,0.0,56,15
2940,716,521,137,18,15,15,0.0,56,15
2941,716,539,137,15,16,16,0.0,55,2
2942,716,540,125,17,17,17,0.0,52,4
2943,717,481,6,2,1,1,10.0,62,1
2944,717,522,146,1,2,2,8.0,62,1
2945,717,527,108,3,3,3,6.0,62,1
2946,717,526,119,6,4,4,5.0,62,1
2947,717,511,119,9,5,5,4.0,62,1
2948,717,487,6,4,6,6,3.0,62,1
2949,717,513,108,5,7,7,2.0,62,1
2950,717,524,95,20,8,8,1.0,61,15
2951,717,508,140,18,9,9,0.0,61,15
2952,717,532,140,12,10,10,0.0,61,15
2953,717,494,148,13,11,11,0.0,61,15
2954,717,500,95,11,12,12,0.0,61,15
2955,717,529,147,8,13,13,0.0,61,15
2956,717,538,147,14,14,14,0.0,60,2
2957,717,541,125,19,15,15,0.0,58,30
2958,717,531,146,7,16,16,0.0,56,9
2959,718,481,6,1,1,1,10.0,66,1
2960,718,487,6,5,2,2,8.0,66,1
2961,718,511,119,4,3,3,6.0,66,1
2962,718,526,119,8,4,4,5.0,66,1
2963,718,531,146,3,5,5,4.0,66,1
2964,718,513,108,6,6,6,3.0,66,1
2965,718,508,140,12,7,7,2.0,66,1
2966,718,522,146,14,8,8,1.0,65,15
2967,718,532,140,17,9,9,0.0,65,15
2968,718,500,95,10,10,10,0.0,65,15
2969,718,524,95,13,11,11,0.0,65,15
2970,718,529,147,9,12,12,0.0,65,15
2971,718,536,148,11,13,13,0.0,65,15
2972,732,508,119,1,1,1,10.0,57,1
2973,732,487,6,11,2,2,8.0,57,1
2974,732,526,119,13,3,3,6.0,57,1
2975,732,500,149,5,4,4,5.0,57,1
2976,732,529,108,3,5,5,4.0,57,1
2977,732,527,95,9,6,6,3.0,57,1
2978,732,538,149,6,7,7,2.0,57,1
2979,732,524,95,10,8,8,1.0,57,1
2980,732,511,148,2,9,9,0.0,57,1
2981,732,532,140,18,10,10,0.0,57,1
2982,732,513,148,15,12,12,0.0,56,15
2983,732,506,140,4,13,13,0.0,56,15
2984,732,542,137,12,15,15,0.0,55,2
